gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
4732440D04Rik,0.270833333333333,3.83493279593e-4,0.203125,5.5787645516836e-4,below,below,consistent_below
Adam22,0.306034482758621,0.0043194371061367,0.284722222222222,0.0328075773608191,below,below,consistent_below
Adarb1,0.25,0.0206267016921285,0.258771929824561,0.0731638146201414,below,below,consistent_below
Adk,0.245567375886525,1.931689532553e-9,0.291594202898551,2.5194881555502e-4,below,below,consistent_below
Alcam,0.375357629485191,3.47035344845295e-5,0.384616759284644,0.00562744407443249,below,below,consistent_below
Alpk1,0.334770114942529,1.4601879388238e-4,0.373713646532438,0.0544183860750814,below,below,consistent_below
Ank2,0.239955555555556,1.27384331494813e-12,0.221741360758702,3.00883356159173e-11,below,below,consistent_below
Ankrd33b,0.311922141119221,2.494766538498e-4,0.334677419354839,0.0853670591576589,below,below,consistent_below
Apoe,0.800673433709148,3.49704872397771e-26,0.779222909636295,1.93558276868049e-15,above,above,consistent_above
App,0.741972975321516,2.18825186889929e-51,0.774876362891685,8.16465495356003e-54,above,above,consistent_above
Arhgef3,0.6240058910162,0.00284199135278571,0.636162732295329,0.0698623359569743,above,above,consistent_above
Bank1,0.604038975326104,0.0170567071934334,0.608047138047138,0.0763322431508827,above,above,consistent_above
Bend6,0.152014652014652,1.305245019484e-14,0.176100628930818,1.42178181449798e-8,below,below,consistent_below
Btaf1,0.360153256704981,0.063621493519536,0.326330532212885,0.0197948018692658,below,below,consistent_below
Camkmt,0.303141361256545,1.20636059254165e-6,0.316071428571429,0.0119403760059608,below,below,consistent_below
Ccdc50,0.391935483870968,0.0387618336814494,0.375730994152047,0.0793321150322596,below,below,consistent_below
Ccl6,0.777412280701754,8.915862774706631e-9,0.661585365853659,0.0532321758583468,above,above,consistent_above
Ccny,0.410371863799283,0.0612719752638614,0.374465811965812,0.00681200797057764,below,below,consistent_below
Cd163,0.298706785842708,6.880722072604041e-9,0.329162851037851,0.00127397453474147,below,below,consistent_below
Cd38,0.760903426791277,1.53511049617554e-6,0.841787439613527,1.94981396552161e-5,above,above,consistent_above
Cdc42,0.411914323962517,0.0167002365584159,0.36359126984127,0.00462335837233841,below,below,consistent_below
Clec4a1,0.238271604938272,5.12923365232529e-7,0.306513409961686,0.0100468437611607,below,below,consistent_below
Clec4a2,0.266961651917404,3.70496492051391e-5,0.226950354609929,0.00121101345554975,below,below,consistent_below
Clic4,0.355395261552897,8.067970377359e-4,0.365699548678272,0.0624863330907587,below,below,consistent_below
Colec12,0.323379200164914,1.93847068263973e-7,0.383865315432136,0.00666090127181978,below,below,consistent_below
Csf3r,0.304878048780488,0.00127981612868357,0.166666666666667,6.0843125965896605e-9,below,below,consistent_below
Cst3,0.660024154589372,0.054006286013779,0.69047619047619,0.00617126531337523,above,above,consistent_above
Dapk1,0.36260162601626,0.0115377108130427,0.392829457364341,0.0149047453788991,below,below,consistent_below
Dock10,0.681114890400605,1.93847068263973e-7,0.612243833370594,0.0682609110256836,above,above,consistent_above
Dock2,0.419453111342228,0.00469768367433288,0.405276442891122,0.0192658035170968,below,below,consistent_below
Dock4,0.633110425771524,7.38565102638238e-7,0.591876946269917,0.0100468437611607,above,above,consistent_above
Dock8,0.44210758377425,0.0602587737895947,0.404683519498334,0.0584187664561279,below,below,consistent_below
Dse,0.283664663276314,6.75878830740973e-13,0.293724053724054,1.7665871403206e-4,below,below,consistent_below
Eepd1,0.318333333333333,0.00180758098903475,0.293814432989691,0.0101428790441581,below,below,consistent_below
Fap,0.0574324324324324,2.8410621459946896e-19,0.11864406779661,3.84495818792819e-11,below,below,consistent_below
Flrt2,0.171052631578947,0.00142031074583148,0.246875,0.00209538913123934,below,below,consistent_below
Galnt7,0.754273504273504,0.00181750026356601,0.788690476190476,0.00138802013656544,above,above,consistent_above
Gcnt1,0.264705882352941,0.0035799437314995,0.211206896551724,0.00691458064467547,below,below,consistent_below
Gda,0.799120234604106,1.2404908944373802e-9,0.816981132075472,5.557072765339299e-12,above,above,consistent_above
Gdap2,0.233695652173913,6.50406107402107e-6,0.197916666666667,0.00377648633007584,below,below,consistent_below
Glis3,0.351224105461394,0.0035799437314995,0.340683229813665,0.00554889587131515,below,below,consistent_below
Gm26740,0.996408045977011,1.17804242651642e-82,0.996240601503759,2.00096165647308e-48,above,above,consistent_above
Gm44710,0.025974025974026,1.5690256874506701e-52,0.082089552238806,8.29457116569241e-15,below,below,consistent_below
Gm56730,1,1.18878396401227e-29,1,8.996202878365209e-18,above,above,consistent_above
Gnb4,0.103448275862069,9.352778040659681e-21,0.112745098039216,3.71897658687993e-13,below,below,consistent_below
Gns,0.390346907993967,0.0022621601354759,0.327027027027027,0.00250161900112039,below,below,consistent_below
Hgsnat,0.266666666666667,3.59996600105342e-7,0.314814814814815,0.0317464373358179,below,below,consistent_below
Hrh1,0.330223880597015,0.00375869817272217,0.358660130718954,0.0300155707511501,below,below,consistent_below
Il1rl1,0.174157303370787,2.3769089061633103e-15,0.277777777777778,0.0328075773608191,below,below,consistent_below
Ildr2,0.188541666666667,2.12745682122854e-5,0.173333333333333,3.7432089917771e-4,below,below,consistent_below
Itgam,0.31094839609484,3.59521268723625e-6,0.341239316239316,0.00745848426576363,below,below,consistent_below
Kcnq1ot1,0.265432098765432,1.43595797030006e-5,0.934895833333333,7.88119770802877e-12,below,above,discordant
Lgmn,0.292185592185592,8.39388834199407e-8,0.266750418760469,1.6388830719595e-8,below,below,consistent_below
Lpcat2,0.695652173913043,0.0725880745972966,0.723214285714286,0.0267703979294616,above,above,consistent_above
Lrp6,0.625221238938053,0.0590535041552647,0.652757793764988,0.0189217845047364,above,above,consistent_above
Lyz1,0.0232142857142857,1.03639471002681e-74,0,8.16465495356003e-54,below,below,consistent_below
Lyz2,0.780254717422859,7.60907278954272e-24,0.768571428571429,2.02285414172833e-8,above,above,consistent_above
Man1c1,0.598268398268398,0.0483208512277813,0.63694638694638706,0.0624863330907587,above,above,consistent_above
Mast2,0.386363636363636,0.0770350735094549,0.35,0.0236007039075435,below,below,consistent_below
Mbnl1,0.335313531353135,0.00192595784843609,0.327284946236559,0.00974851313780852,below,below,consistent_below
Mdfic,0.65990990990991,5.03708527872122e-5,0.689252336448598,0.0149047453788991,above,above,consistent_above
Mpp7,0.918367346938776,2.37851835020565e-53,0.983870967741935,9.926813525715829e-11,above,above,consistent_above
Ms4a6d,0.345880053462021,0.00148733890757549,0.397154471544715,0.0393455828633733,below,below,consistent_below
Ms4a8a,0.0575980392156863,5.98487505006734e-38,0.024390243902439,6.98473147095515e-28,below,below,consistent_below
Nav3,0.25,0.00105190856538775,0.181034482758621,4.06888294890206e-5,below,below,consistent_below
Nhsl1,0.252777777777778,7.86504874789829e-5,0.133986928104575,9.926813525715829e-11,below,below,consistent_below
Nt5dc1,0.315789473684211,0.00948409172936185,0.197777777777778,1.3563073610279e-4,below,below,consistent_below
Parp8,0.617730496453901,0.00873862810416179,0.640322580645161,0.025131021279954,above,above,consistent_above
Pde7b,0.328304977293948,9.529876366853951e-14,0.355125014096306,3.00402752541879e-6,below,below,consistent_below
Pfkfb3,0.323498964803313,1.12171769728466e-5,0.415954415954416,0.0597942352314263,below,below,consistent_below
Phf20,0.645045045045045,0.0192440472912166,0.672222222222222,0.00678021886302789,above,above,consistent_above
Picalm,0.605247351215093,5.1857547897462e-5,0.601506628292343,0.0183237429652603,above,above,consistent_above
Pid1,0.603322628993856,3.6420953065740605e-15,0.579752311064834,2.31802468269547e-6,above,above,consistent_above
Pkd2,0.825320512820513,1.0442938199193e-4,0.786549707602339,3.6059456472452e-4,above,above,consistent_above
Pkig,0.72471910112359506,5.5370176962966e-4,0.751461988304094,0.00531970709008895,above,above,consistent_above
Pla2g7,0.700884955752212,0.0035928202764274,0.717808219178082,0.0160402050947251,above,above,consistent_above
Plcl1,0.751942355889724,1.3201215833203e-4,0.716060606060606,7.6100247608588e-4,above,above,consistent_above
Plxdc2,0.223557692307692,4.66378858916564e-8,0.268761904761905,0.00199000297188609,below,below,consistent_below
Prcp,0.759075907590759,3.09893180694949e-5,0.713541666666667,0.0763322431508827,above,above,consistent_above
Prkg1,0.150938644688645,1.04542373741864e-10,0.197150072150072,2.244018655436e-4,below,below,consistent_below
Ptprm,0.334137072908259,5.64719332660768e-5,0.34039109039109,0.00326864931294651,below,below,consistent_below
Rad51b,0.681491464510332,0.0276547553048353,0.748768472906404,0.0398964529457779,above,above,consistent_above
Rnf180,0.726190476190476,5.7321189146516e-4,0.782051282051282,0.0050627396265994,above,above,consistent_above
Rnls,0.192307692307692,1.3201215833203e-4,0.235294117647059,0.0336127498835767,below,below,consistent_below
Runx1,0.562722708073318,0.0207791436636647,0.584212036034953,0.0354159565651445,above,above,consistent_above
Sash1,0.346816087138668,1.32036041309795e-6,0.372389894925106,0.00157004622086793,below,below,consistent_below
Sema6d,0.227564102564103,2.51877706798741e-7,0.31359649122807,0.0178269867714901,below,below,consistent_below
Serinc3,0.568991064359235,0.0524285991322756,0.599106127092475,0.0160402050947251,above,above,consistent_above
Sh3pxd2a,0.662666992505702,4.4413924512239e-4,0.71974358974359,0.0014815056323306,above,above,consistent_above
Stambpl1,0.181693989071038,1.33661941814199e-10,0.230769230769231,3.05994387757257e-5,below,below,consistent_below
Stxbp6,0.391383410827855,0.00944620168861802,0.404730893734904,0.0336127498835767,below,below,consistent_below
Susd6,0.378267254038179,0.029137393537647,0.38216966966967,0.0101241912793596,below,below,consistent_below
Syk,0.402580927384077,0.0228292866005813,0.333645003065604,4.59923723994902e-5,below,below,consistent_below
Tanc2,0.331240002460933,2.96634843279706e-17,0.321918895412046,1.42614267096961e-15,below,below,consistent_below
Tiam1,0.74,0.0524285991322756,0.88624338624338606,1.4539032562468e-4,above,above,consistent_above
Tlr4,0.354014598540146,0.00739366576017438,0.342394822006472,0.0160402050947251,below,below,consistent_below
Tnfaip8,0.724119241192412,7.76809653056493e-8,0.641616766467066,0.0101241912793596,above,above,consistent_above
Ubl3,0.636091127098321,0.0756293980532789,0.662079510703364,0.0381605425276911,above,above,consistent_above
Vav3,0.362723888168935,1.13951311960083e-21,0.343444524340124,1.51207676371194e-27,below,below,consistent_below
Wipf1,0.357006448412698,1.29395047757598e-5,0.361416792865556,7.43978990451489e-6,below,below,consistent_below
Wwox,0.402856075165492,0.0580836910271934,0.340647482014388,0.00521771106271247,below,below,consistent_below
Wwp1,0.614709784411277,5.5370176962966e-4,0.64106529209622,0.0149047453788991,above,above,consistent_above
